TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
36504-2020-07-21T16:21:00+02:00;21/07/2020;Viken;Nordøst;Lillestrøm;Fallbrauta;Lørenfallet;Lokal;Viken;365;0;16:29:05;16:29:13;16:29:00;16:29:00;75;2
34008-2020-06-14T08:35:00+02:00;14/06/2020;Viken;Nordøst;Lillestrøm;Granlia;Furukollen;Lokal;Viken;320;1;08:54:46;08:54:53;08:53:00;08:53:00;105;1
47001-2020-08-03T15:00:00+02:00;03/08/2020;Viken;Nordøst;Lillestrøm;Hovinbakken;Hovinhøgda;Lokal;Viken;470;1;15:13:02;15:13:28;15:11:00;15:11:00;106;10
40005-2020-08-30T13:55:00+02:00;30/08/2020;Viken;Nordøst;Nannestad;Evangeliehuset;Damvegen;Lokal;Viken;410;0;14:13:27;14:13:51;14:10:00;14:10:00;106;0
36507-2020-08-25T06:21:00+02:00;25/08/2020;Viken;Nordøst;Lillestrøm;Øvre Valsringen;Valsporten;Lokal;Viken;365;0;06:24:56;06:25:15;06:24:00;06:24:00;75;3
39501-2020-06-29T12:26:00+02:00;29/06/2020;Viken;Nordøst;Nittedal;Nittedal rådhus;Myra;Lokal;Viken;395;0;12:46:00;12:46:06;12:44:00;12:44:00;47;-1
6004-2020-06-02T10:25:00+02:00;02/06/2020;Oslo;Nordøst;Bjerke;Tonsenhagen  (fra Stig);Kolåsbakken  (mot Linderud);Lokal;Oslo;60;1;10:21:42;10:27:58;10:25:00;10:25:00;33;-2
12007-2020-06-06T09:26:00+02:00;06/06/2020;Viken;Nordøst;Rælingen;Marikollen skole;Fjerdingby (Plattform 1);Lokal;Viken;310;1;10:00:30;10:00:39;10:03:00;10:03:00;72;0
10002-2020-07-09T18:30:00+02:00;09/07/2020;Oslo;Nordøst;Alna;Teisenkrysset  (fra Helsfyr);Ulvenkrysset  (fra Helsfyr);Lokal;Viken;100;1;18:41:12;18:41:39;18:40:00;18:40:00;151;31
10012-2020-08-15T17:10:00+02:00;15/08/2020;Oslo;Indre By;Gamle Oslo;Etterstadgata  (mot Helsfyr);Helsfyr T  (plf. E mot Teisenkrysset);Lokal;Viken;100;1;17:18:10;17:18:40;17:17:00;17:17:00;151;17
47004-2020-08-20T23:30:00+02:00;20/08/2020;Viken;Nordøst;Lillestrøm;Åsveien;Gaukerud;Lokal;Viken;480;1;23:52:59;23:53:03;23:50:00;23:50:00;106;11
6004-2020-07-21T11:32:00+02:00;21/07/2020;Oslo;Nordøst;Bjerke;Økern T (fra sentrum/mot nord)(Plf C);Økern næringspark;Lokal;Oslo;60;0;12:00:43;12:02:10;12:07:00;12:07:00;77;6
34049-2020-06-18T12:20:00+02:00;18/06/2020;Viken;Nordøst;Lillestrøm;Holtveien;Vestengveien;Lokal;Viken;340;0;12:38:17;12:38:20;12:36:00;12:36:00;105;2
47902-2020-06-09T07:30:00+02:00;09/06/2020;Viken;Nordøst;Aurskog-Høland;Haugrim;Haneborg gård;Skole;Viken;2135;0;07:47:23;07:47:32;07:46:00;07:46:00;71;2
10003-2020-08-15T07:30:00+02:00;15/08/2020;Oslo;Nordøst;Alna;Ulvenkrysset  (fra Helsfyr);Fjellhus  (fra Ulven);Lokal;Viken;100;1;07:41:42;07:42:07;07:41:00;07:41:00;151;16
47005-2020-07-02T21:30:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Holtedalveien;Sollien;Lokal;Viken;480;1;21:59:02;21:59:04;21:55:00;21:55:00;106;8
12005-2020-06-04T13:26:00+02:00;04/06/2020;Viken;Nordøst;Lørenskog;Triaden (Skårersletta);Rolvsrud (På Skårersletta);Lokal;Viken;310;1;13:32:32;13:32:36;13:32:00;13:32:00;72;8
47011-2020-07-24T06:43:00+02:00;24/07/2020;Viken;Nordøst;Aurskog-Høland;Momoen;Mo;Lokal;Viken;480;0;07:10:56;07:10:59;07:09:00;07:09:00;106;2
10006-2020-06-29T07:54:00+02:00;29/06/2020;Viken;Nordøst;Lørenskog;Lørenskog sentrum (plattform 4);Snorres vei (mot Furuset);Lokal;Viken;100;0;08:24:08;08:24:37;08:22:00;08:22:00;151;4
34008-2020-06-07T14:01:00+02:00;07/06/2020;Viken;Nordøst;Lillestrøm;Bjørnsons gate;Nittedalsgata (mot Lillestrøm);Lokal;Viken;340;0;14:27:47;14:28:00;14:28:00;14:28:00;105;5
12001-2020-07-31T21:56:00+02:00;31/07/2020;Viken;Nordøst;Rælingen;Kurlandsveien;Torgenholtet;Lokal;Viken;310;1;22:20:17;22:20:31;22:17:00;22:17:00;72;2
34033-2020-07-16T08:50:00+02:00;16/07/2020;Viken;Nordøst;Lillestrøm;Holtveien;Vestengveien;Lokal;Viken;340;0;09:06:29;09:06:34;09:06:00;09:06:00;105;3
6007-2020-08-06T07:17:00+02:00;06/08/2020;Oslo;Indre By;Grünerløkka;Haslevangen  (mot Økern);Økern T (fra sentrum/mot nord)(Plf C);Lokal;Oslo;60;0;07:42:57;07:43:23;07:48:00;07:48:00;33;4
12002-2020-06-10T05:45:00+02:00;10/06/2020;Viken;Nordøst;Lillestrøm;Strømsbergveien;Vittenberg;Lokal;Viken;310;0;06:03:17;06:03:39;06:01:00;06:01:00;72;2
40035-2020-06-15T08:03:00+02:00;15/06/2020;Viken;Nordøst;Ullensaker;Julset;Furuset kirke;Lokal;Viken;440;0;08:08:57;08:09:01;08:07:00;08:07:00;106;6
30014-2020-06-08T23:38:00+02:00;08/06/2020;Viken;Nordøst;Lørenskog;Bergerveien;Finstadsletta;Lokal;Viken;110;1;24:07:00;24:07:47;24:06:00;24:06:00;106;6
30025-2020-06-17T21:38:00+02:00;17/06/2020;Viken;Nordøst;Lørenskog;Lørenskog kirke;Østbyveien;Lokal;Viken;110;1;22:12:00;22:12:36;22:11:00;22:11:00;106;2
30018-2020-07-21T18:25:00+02:00;21/07/2020;Viken;Nordøst;Lillestrøm;Strømsbergveien;Stasjonsveien;Lokal;Viken;110;1;19:08:17;19:08:23;19:06:00;19:06:00;106;15
44001-2020-07-07T14:09:00+02:00;07/07/2020;Viken;Nordøst;Ullensaker;Skrythagen;Skryta;Lokal;Viken;440;0;14:13:39;14:13:43;14:13:00;14:13:00;106;0
30005-2020-08-16T16:10:00+02:00;16/08/2020;Viken;Nordøst;Lørenskog;Østbyveien;Lørenskog kirke;Lokal;Viken;110;0;16:26:59;16:27:04;16:27:00;16:27:00;106;0
30008-2020-06-27T10:38:00+02:00;27/06/2020;Viken;Nordøst;Lørenskog;Røykåsveien;Rasta senter;Lokal;Viken;110;1;11:04:34;11:04:39;11:00:00;11:00:00;106;14
30011-2020-06-09T16:15:00+02:00;09/06/2020;Viken;Nordøst;Lillestrøm;Frydenlundsgata;Sagdalen skole;Lokal;Viken;110;1;17:02:37;17:02:46;16:59:00;16:59:00;106;6
24001-2020-08-15T22:32:00+02:00;15/08/2020;Viken;Vest;Bærum;Elias Smiths vei;Bjørnegård;Lokal;Viken;245;1;22:36:54;22:37:32;22:34:00;22:34:00;69;4
30001-2020-08-15T11:08:00+02:00;15/08/2020;Viken;Nordøst;Lørenskog;Røykåsveien;Rasta senter;Lokal;Viken;110;1;11:31:25;11:31:30;11:30:00;11:30:00;106;6
30003-2020-08-19T05:53:00+02:00;19/08/2020;Oslo;Nordøst;Alna;Teisenkrysset  (fra Helsfyr);Ulvenkrysset  (fra Helsfyr);Lokal;Viken;110;1;06:05:26;06:06:03;06:03:00;06:03:00;106;0
44004-2020-06-15T05:31:00+02:00;15/06/2020;Viken;Nordøst;Ullensaker;Roald Amundsens veg Dir=2 Samme som 235030502;SAS tekniske Dir=1;Lokal;Viken;440;0;06:15:38;06:15:42;06:13:00;06:13:00;106;8
44002-2020-08-22T12:31:00+02:00;22/08/2020;Viken;Nordøst;Ullensaker;Holm;Rulnes;Lokal;Viken;440;0;12:55:19;12:55:43;12:53:00;12:53:00;106;18
30004-2020-07-30T15:45:00+02:00;30/07/2020;Viken;Nordøst;Lørenskog;Visperud (mot Solheim);Njåls vei;Lokal;Viken;110;1;16:10:07;16:10:41;16:06:00;16:06:00;106;15
44005-2020-06-08T07:40:00+02:00;08/06/2020;Viken;Nordøst;Ullensaker;Fonbekk;Oscar Christensens veg;Lokal;Viken;440;1;08:05:58;08:06:02;08:05:00;08:05:00;106;0
30003-2020-07-10T18:55:00+02:00;10/07/2020;Viken;Nordøst;Lillestrøm;Stasjonsveien;Frydenlundsgata;Lokal;Viken;110;1;19:38:01;19:38:30;19:38:00;19:38:00;106;-3
30017-2020-07-27T17:00:00+02:00;27/07/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;110;0;17:03:13;17:03:18;17:02:00;17:02:00;106;0
44007-2020-08-14T08:55:00+02:00;14/08/2020;Viken;Nordøst;Ullensaker;Holm;Yttervegen;Lokal;Viken;440;1;09:19:23;09:19:25;09:16:00;09:16:00;106;0
30012-2020-06-29T10:30:00+02:00;29/06/2020;Viken;Nordøst;Lørenskog;Finstadlia;Finstadsletta;Lokal;Viken;110;0;10:59:22;10:59:26;10:51:00;10:51:00;106;-2
12014-2020-08-27T07:38:00+02:00;27/08/2020;Viken;Nordøst;Lørenskog;Vallerudveien;Glenneveien;Lokal;Viken;315;0;07:54:38;07:54:44;07:53:00;07:53:00;72;9
12010-2020-06-17T00:51:00+02:00;16/06/2020;Viken;Nordøst;Lørenskog;Postterminalen øst (i Skårerveien);Lindeveien;Lokal;Viken;120;1;25:07:09;25:07:17;25:05:00;25:05:00;72;-5
55001-2020-07-29T22:30:00+02:00;29/07/2020;Viken;Nordøst;Rælingen;Teigen;Narvestad;Lokal;Viken;350;1;22:54:07;22:54:09;22:56:00;22:56:00;80;0
55023-2020-08-21T15:05:00+02:00;21/08/2020;Viken;Sør;Enebakk;Rud;Flateby boligfelt;Lokal;Viken;350;1;15:11:59;15:12:03;15:10:00;15:10:00;80;3
39501-2020-06-10T07:59:00+02:00;10/06/2020;Viken;Nordøst;Nittedal;Nygård barnehage;Nygårdssvingen;Lokal;Viken;397;1;08:03:54;08:04:02;08:03:00;08:03:00;47;10
55011-2020-07-20T22:00:00+02:00;20/07/2020;Viken;Sør;Enebakk;Flatebysenteret;Hagenveien;Lokal;Viken;350;1;22:12:02;22:12:28;22:12:00;22:12:00;80;2
55009-2020-08-23T15:00:00+02:00;23/08/2020;Viken;Sør;Enebakk;Hagen;Fløtten;Lokal;Viken;350;0;15:41:31;15:41:35;15:39:00;15:39:00;80;7
55005-2020-08-12T10:30:00+02:00;12/08/2020;Viken;Nordøst;Rælingen;Dammensvika;Rælingsbrua;Lokal;Viken;350;1;11:18:46;11:18:50;11:19:00;11:19:00;80;18
12014-2020-08-05T15:06:00+02:00;05/08/2020;Viken;Nordøst;Lørenskog;Lindeveien;Håkons vei;Lokal;Viken;120;1;15:26:13;15:26:19;15:21:00;15:21:00;72;13
12009-2020-06-30T09:43:00+02:00;30/06/2020;Viken;Nordøst;Lørenskog;Lørenskog stasjon  (mot Stovner);Stovner bru  (mot Stovner T);Lokal;Viken;120;0;10:00:35;10:01:13;10:01:00;10:01:00;72;5
55007-2020-06-07T17:30:00+02:00;07/06/2020;Viken;Sør;Enebakk;Stranden skole;Sundby;Lokal;Viken;350;1;:;17:40:55;17:40:00;17:40:00;80;2
12503-2020-06-30T12:06:00+02:00;30/06/2020;Viken;Nordøst;Lørenskog;Postterminalen øst (i Skårerveien);Lindeveien;Lokal;Viken;120;1;12:22:26;12:22:50;12:20:00;12:20:00;76;1
12002-2020-07-19T16:28:00+02:00;19/07/2020;Viken;Nordøst;Lørenskog;Skogveien;Håkons vei;Lokal;Viken;120;0;16:40:57;16:41:21;16:41:00;16:41:00;72;4
12009-2020-06-29T18:58:00+02:00;29/06/2020;Oslo;Nordøst;Grorud;Romsåsfoten;Grorud T  (plattform 7);Lokal;Viken;120;0;19:27:47;19:27:51;19:27:00;19:27:00;72;3
12501-2020-06-02T12:33:00+02:00;02/06/2020;Viken;Nordøst;Lørenskog;Fjellhamar stasjon;Fjellsrud skole;Lokal;Viken;315;1;13:01:23;13:01:31;12:57:00;12:57:00;76;-13
3410-2020-07-27T14:49:00+02:00;27/07/2020;Oslo;Indre By;St.Hanshaugen;Telthusbakken  (mot sentrum);Møllerveien  (mot sentrum);Lokal;Oslo;34;0;14:58:05;14:59:10;14:59:00;14:59:00;106;9
27057-2020-08-19T12:25:00+02:00;19/08/2020;Viken;Vest;Asker;Bergerveien;Billingstadveien;Lokal;Viken;270;0;12:42:12;12:42:39;12:40:00;12:40:00;70;6
42912-2020-08-25T15:35:00+02:00;25/08/2020;Viken;Nordøst;Nannestad;Snathauglia;Snathaugen;Skole;Viken;3773;1;16:06:25;16:06:26;16:00:00;16:00:00;71;14
55009-2020-08-23T17:00:00+02:00;23/08/2020;Viken;Sør;Enebakk;Solberg;Kigen;Lokal;Viken;350;0;17:42:36;17:42:39;17:42:00;17:42:00;80;6
55011-2020-08-26T09:05:00+02:00;26/08/2020;Viken;Sør;Enebakk;Enebakk sykehjem;Bekkevold;Lokal;Viken;550;0;09:13:45;09:14:10;09:11:00;09:11:00;80;4
36514-2020-06-02T09:50:00+02:00;02/06/2020;Viken;Nordøst;Lillestrøm;Sørumsand stasjon (Plattform 1);Festiviteten;Lokal;Viken;370A;0;09:48:20;09:50:40;09:50:00;09:50:00;75;2
7401-2020-07-30T19:04:00+02:00;30/07/2020;Oslo;Indre By;Gamle Oslo;Utsikten  (mot Kværner);Ryenbergveien  (mot Kværner);Lokal;Oslo;74;1;19:28:33;19:28:41;19:26:00;19:26:00;72;5
23006-2020-07-28T18:32:00+02:00;28/07/2020;Viken;Vest;Bærum;Engervannet;Blommenholm skole;Lokal;Viken;230;0;18:34:50;18:34:57;18:34:00;18:34:00;69;3
39009-2020-06-16T13:48:00+02:00;16/06/2020;Viken;Nordøst;Nittedal;Løvstad;Varingskollen;Lokal;Viken;390;0;:;13:57:17;13:56:00;13:56:00;115;4
39036-2020-06-18T17:24:00+02:00;18/06/2020;Viken;Nordøst;Lørenskog;Kloppaveien;Knatten (Solheimsveien);Lokal;Viken;385;0;18:09:33;18:09:37;18:07:00;18:07:00;115;2
38018-2020-08-04T14:54:00+02:00;04/08/2020;Viken;Nordøst;Nittedal;Myra;Måsan;Lokal;Viken;385;0;14:57:55;14:57:59;14:57:00;14:57:00;115;2
39004-2020-06-03T13:18:00+02:00;03/06/2020;Oslo;Nordøst;Grorud;Tokerudbekken;Bånkallstubben  (mot Grorud);Lokal;Viken;390;0;13:53:06;13:53:40;13:51:00;13:51:00;112;9
23008-2020-07-16T05:32:00+02:00;16/07/2020;Viken;Vest;Bærum;Dragveien;Ekeberg;Lokal;Viken;230;0;05:39:05;05:39:11;05:38:00;05:38:00;69;0
55014-2020-06-05T15:45:00+02:00;05/06/2020;Viken;Sør;Nordre Follo;Krokhol;Sagstua (På Krokhol);Lokal;Viken;550;1;16:20:35;16:21:04;16:15:00;16:15:00;80;4
55004-2020-07-30T18:15:00+02:00;30/07/2020;Oslo;Sør;Søndre Nordstrand;Lille Stensrud;Sværsvann bru (I Enebakkveien);Lokal;Viken;550;1;18:42:40;18:43:06;18:39:00;18:39:00;80;2
39002-2020-08-28T07:18:00+02:00;28/08/2020;Viken;Nordøst;Nittedal;Hakadal stasjon;Sagstua;Lokal;Viken;390;0;07:23:57;07:24:25;07:23:00;07:23:00;115;6
39009-2020-07-18T21:10:00+02:00;18/07/2020;Viken;Nordøst;Nittedal;Rudstein;Kirkeby;Lokal;Viken;390;1;21:48:17;21:48:21;21:47:00;21:47:00;115;-4
34011-2020-07-04T22:05:00+02:00;04/07/2020;Viken;Nordøst;Rælingen;Norum;Dovre fabrikker;Lokal;Viken;330;1;22:23:12;22:23:41;22:16:00;22:16:00;105;3
34037-2020-08-21T16:35:00+02:00;21/08/2020;Viken;Nordøst;Rælingen;Dovre fabrikker;Rælingen rådhus;Lokal;Viken;330;1;16:48:19;16:48:23;16:47:00;16:47:00;105;1
36511-2020-08-25T18:39:00+02:00;25/08/2020;Viken;Nordøst;Lillestrøm;Sørumsand stasjon (Plattform 1);Sennerud;Lokal;Viken;366;1;18:33:39;18:40:19;18:39:00;18:39:00;75;0
3718-2020-08-10T07:59:00+02:00;10/08/2020;Oslo;Indre By;Sagene;Kristoffer Aamots gate  (mot Maridalsveien);Kristoffer Aamots bro  (mot Maridalsveien);Lokal;Oslo;37;0;08:00:30;08:00:56;08:00:00;08:00:00;106;4
4005-2020-08-19T15:49:00+02:00;19/08/2020;Oslo;Vest;Nordre Aker;Gaustad sykehus;Gaustadveien;Lokal;Oslo;40;1;16:22:03;16:22:27;16:15:00;16:15:00;71;-7
39002-2020-08-23T08:24:00+02:00;23/08/2020;Viken;Nordøst;Lillestrøm;Tårnbyveien;Nordens vei;Lokal;Viken;385;0;08:52:04;08:52:30;08:51:00;08:51:00;115;2
40053-2020-08-26T15:14:00+02:00;26/08/2020;Oslo;Indre By;Gamle Oslo;Helsfyr T  (plf. L mot sentrum);Etterstadgata  (mot Galgeberg);Lokal;Viken;400;0;15:44:39;15:45:15;16:07:00;16:07:00;106;7
2116-2020-06-17T07:31:00+02:00;17/06/2020;Oslo;Indre By;Grünerløkka;Københavngata  (fra Carl Berners plass);Sannergata  (mot Ila);Lokal;Oslo;21;1;07:41:49;07:42:33;07:42:00;07:42:00;106;3
4602-2020-08-23T07:31:00+02:00;23/08/2020;Oslo;Vest;Vestre Aker;Grindbakken  (mot Ankerveien);Åsly  (mot Ankerveien);Lokal;Oslo;45;0;07:32:28;07:32:48;07:32:00;07:32:00;71;1
14013-2020-08-05T20:32:00+02:00;05/08/2020;Viken;Vest;Bærum;Bispeveien;Klokkersvingen;Lokal;Viken;140;0;20:39:19;20:39:48;20:38:00;20:38:00;130;-1
4606-2020-08-14T19:32:00+02:00;14/08/2020;Oslo;Vest;Vestre Aker;Amagerveien  (mot Jarbakken);Jarbakken  (mot Ankerveien);Lokal;Oslo;45;1;19:43:21;19:43:27;19:42:00;19:42:00;71;1
2108-2020-06-05T15:50:00+02:00;05/06/2020;Oslo;Indre By;St.Hanshaugen;Sofies plass  (mot Ila);St. Hanshaugen  (mot A. Kjellands plass);Lokal;Oslo;21;0;16:04:10;16:04:27;16:00:00;16:00:00;106;25
40005-2020-08-30T14:47:00+02:00;30/08/2020;Oslo;Nordøst;Alna;Teisenkrysset  (mot Helsfyr);Helsfyr T  (plf. L mot sentrum);Lokal;Viken;400;0;15:30:52;15:30:54;15:55:00;15:55:00;106;22
14005-2020-07-14T17:32:00+02:00;14/07/2020;Viken;Vest;Bærum;Jegeråsen;Lønnås;Lokal;Viken;140;0;17:43:42;17:43:50;17:42:00;17:42:00;130;-3
14005-2020-08-20T14:57:00+02:00;20/08/2020;Viken;Vest;Bærum;Hosle senter;Jegeråsen;Lokal;Viken;140;0;15:08:55;15:09:24;15:06:00;15:06:00;130;10
14006-2020-07-25T07:47:00+02:00;25/07/2020;Viken;Vest;Bærum;Dyrefaret;Bispeveien;Lokal;Viken;140;0;07:53:28;07:53:34;07:52:00;07:52:00;130;-3
2118-2020-06-04T08:55:00+02:00;04/06/2020;Oslo;Indre By;St.Hanshaugen;Sofies plass  (mot Bislett);Bislett (mot Tjuvholmen);Lokal;Oslo;21;1;09:15:03;09:15:26;09:15:00;09:15:00;106;-4
2106-2020-06-11T17:10:00+02:00;11/06/2020;Oslo;Indre By;Frogner;Lapsetorvet  (buss retning Frogner);Riddervolds plass  (mot Bislett);Lokal;Oslo;21;0;17:28:15;17:28:46;17:13:00;17:13:00;106;3
40004-2020-06-21T13:52:00+02:00;21/06/2020;Viken;Nordøst;Gjerdrum;Fjelly;Bråtasletta;Lokal;Viken;400;1;14:33:16;14:33:17;14:59:00;14:59:00;106;1
14013-2020-08-13T10:39:00+02:00;13/08/2020;Viken;Vest;Bærum;Hosle senter;Hosle skole;Lokal;Viken;140;1;11:09:37;11:09:46;11:02:00;11:02:00;130;5
2116-2020-08-11T08:51:00+02:00;11/08/2020;Oslo;Indre By;Frogner;Uranienborgveien  (mot Riddervolds plass);Riddervolds plass (buss for trikk mot sentrum);Lokal;Oslo;21;1;09:14:52;09:14:59;09:15:00;09:15:00;106;-8
14003-2020-08-29T09:32:00+02:00;29/08/2020;Viken;Vest;Bærum;Dyrefaret;Bispeveien;Lokal;Viken;140;0;09:41:36;09:41:43;09:37:00;09:37:00;130;-1
4607-2020-08-05T21:31:00+02:00;05/08/2020;Oslo;Vest;Ullern;Smestad  (mot Majorstuen) (plf C);Heggeli  (mot Majorstuen);Lokal;Oslo;45;0;21:46:49;21:46:54;21:46:00;21:46:00;69;6
40053-2020-06-30T05:40:00+02:00;30/06/2020;Viken;Nordøst;Gjerdrum;Kokstad nedre;Kokstad øvre;Lokal;Viken;400;1;05:51:26;05:51:29;05:50:00;05:50:00;106;1
14007-2020-07-15T09:39:00+02:00;15/07/2020;Viken;Vest;Bærum;Østerås senter;Østerås T;Lokal;Viken;140;1;09:56:32;09:56:38;09:56:00;09:56:00;130;0
47010-2020-06-17T14:30:00+02:00;17/06/2020;Viken;Nordøst;Aurskog-Høland;Holetoppen;Holtermoen;Skole;Viken;2139;1;15:02:39;15:02:42;14:49:00;14:49:00;106;2
40054-2020-07-28T08:37:00+02:00;28/07/2020;Oslo;Indre By;Gamle Oslo;Galgeberg  (mot Etterstad);Vålerenga  (mot Etterstad);Lokal;Viken;400;1;08:45:37;08:45:47;08:43:00;08:43:00;106;3
14002-2020-08-20T15:17:00+02:00;20/08/2020;Viken;Vest;Bærum;Lillengveien;Solliveien;Lokal;Viken;140;0;15:47:59;15:48:03;15:45:00;15:45:00;130;-12
4612-2020-08-08T14:31:00+02:00;08/08/2020;Oslo;Vest;Ullern;Volvat  (mot Majorstuen);Majorstuen  (Sørkedalsveien fra Volvat) (plf H);Lokal;Oslo;45;0;14:48:54;14:48:58;14:49:00;14:49:00;71;4
40036-2020-06-23T19:51:00+02:00;23/06/2020;Viken;Nordøst;Gjerdrum;Gjerdrum ungdomsskole;Ask terminal (Plattform 2);Lokal;Viken;400;0;20:24:17;20:24:29;20:21:00;20:21:00;106;7
14012-2020-07-30T18:09:00+02:00;30/07/2020;Viken;Vest;Bærum;Eiksmarka T (mot Østerås);Niels Leuchs vei  (mot Østerås senter );Lokal;Viken;140;1;18:26:56;18:27:04;18:24:00;18:24:00;130;4
40033-2020-08-30T12:22:00+02:00;30/08/2020;Viken;Nordøst;Gjerdrum;Veståsen skole;Bekkeberget;Lokal;Viken;400;1;13:17:42;13:18:24;13:41:00;13:41:00;106;2
14014-2020-08-27T06:27:00+02:00;27/08/2020;Viken;Vest;Bærum;Hans Burums vei;Hosleveien;Lokal;Viken;140;0;06:29:24;06:29:31;06:29:00;06:29:00;130;0
14007-2020-07-18T13:17:00+02:00;18/07/2020;Viken;Vest;Bærum;Hosle senter;Jegeråsen;Lokal;Viken;140;0;13:25:55;13:26:26;13:26:00;13:26:00;130;5
16002-2020-07-17T06:41:00+02:00;17/07/2020;Oslo;Indre By;Frogner;Vika atrium (mot sentrum);Nationaltheatret (plf F i Munkedamsv m Stortingsg);Ekspress;Viken;160E;0;07:11:52;07:12:17;07:15:00;07:15:00;112;-2
40034-2020-08-28T04:55:00+02:00;28/08/2020;Viken;Nordøst;Lillestrøm;Veibrån;Lund i Brånåsdalen;Lokal;Viken;400;0;05:12:28;05:12:31;05:11:00;05:11:00;106;0
14010-2020-08-05T13:39:00+02:00;05/08/2020;Viken;Vest;Bærum;Snaret;Eiksmarka T (mot Østerås);Lokal;Viken;140;1;13:56:06;13:56:15;13:53:00;13:53:00;130;3
14012-2020-08-12T06:17:00+02:00;12/08/2020;Viken;Vest;Bærum;Hans Burums vei;Hosleveien;Lokal;Viken;140;0;06:19:50;06:19:55;06:19:00;06:19:00;130;0
14005-2020-08-19T09:39:00+02:00;19/08/2020;Viken;Vest;Bærum;Eiksmarka T (mot Østerås);Niels Leuchs vei  (mot Østerås senter );Lokal;Viken;140;1;09:54:32;09:54:58;09:54:00;09:54:00;130;0
45901-2020-06-09T07:20:00+02:00;09/06/2020;Viken;Nordøst;Ullensaker;Ullensaker prestegård (mot Kløfta);Skibakk;Skole;Viken;3533;0;07:56:48;07:56:52;07:54:00;07:54:00;71;28
4603-2020-07-30T13:01:00+02:00;30/07/2020;Oslo;Vest;Vestre Aker;Bernhard Herres vei  (mot Smestad);Smestad  (mot Majorstuen) (plf C);Lokal;Oslo;45;0;13:15:45;13:15:53;13:14:00;13:14:00;71;8
4614-2020-07-15T09:02:00+02:00;15/07/2020;Oslo;Vest;Vestre Aker;Gressbanen  (mot Stasjonsveien);Arnebråtveien  (mot Jarbakken);Lokal;Oslo;45;1;09:10:41;09:10:47;09:10:00;09:10:00;71;1
40034-2020-07-18T17:22:00+02:00;18/07/2020;Viken;Nordøst;Gjerdrum;Fjellstaddalen;Nystuen;Lokal;Viken;400;1;18:06:52;18:06:54;18:31:00;18:31:00;106;3
40058-2020-07-07T16:32:00+02:00;07/07/2020;Oslo;Indre By;Gamle Oslo;Bjørvika (buss mot øst);Ladegården (mot Kværner);Lokal;Viken;400;1;16:35:10;16:35:19;16:34:00;16:34:00;106;2
30007-2020-06-06T10:53:00+02:00;06/06/2020;Viken;Nordøst;Lørenskog;Glitnegården;Ahus;Lokal;Viken;110;1;11:28:50;11:28:55;11:28:00;11:28:00;106;5
30014-2020-07-05T11:20:00+02:00;05/07/2020;Viken;Nordøst;Lørenskog;Vittenberg;Ahus;Lokal;Viken;110;0;11:32:45;11:32:49;11:30:00;11:30:00;106;2
30011-2020-06-23T23:18:00+02:00;23/06/2020;Viken;Nordøst;Lillestrøm;Jenseberget;Sagdalen;Lokal;Viken;110;0;23:20:47;23:20:52;23:20:00;23:20:00;106;5
24003-2020-08-08T12:42:00+02:00;08/08/2020;Viken;Vest;Bærum;Skui skole;Smestad;Lokal;Viken;240;1;13:00:27;13:00:33;12:58:00;12:58:00;69;-7
44001-2020-08-04T22:09:00+02:00;04/08/2020;Viken;Nordøst;Ullensaker;Stubberud;Stokstadvegen;Lokal;Viken;440;0;22:17:40;22:17:46;22:14:00;22:14:00;106;2
30011-2020-06-28T22:53:00+02:00;28/06/2020;Viken;Nordøst;Lørenskog;Sørlihavna;Lørenskog kirke;Lokal;Viken;110;1;23:25:38;23:25:43;23:25:00;23:25:00;106;-1
30003-2020-07-23T12:30:00+02:00;23/07/2020;Oslo;Nordøst;Alna;Trosterud  (E6 mot Helsfyr);Ulvenkrysset  (mot Helsfyr);Lokal;Viken;110;0;13:08:50;13:09:15;13:08:00;13:08:00;106;12
44102-2020-07-20T17:05:00+02:00;20/07/2020;Viken;Nordøst;Eidsvoll;Styri;Grotten;Lokal;Viken;441;0;17:14:12;17:14:16;17:12:00;17:12:00;80;1
30028-2020-06-09T10:50:00+02:00;09/06/2020;Oslo;Nordøst;Alna;Ulvenkrysset  (mot Helsfyr);Teisenkrysset  (mot Helsfyr);Lokal;Viken;110;0;11:32:04;11:32:30;11:30:00;11:30:00;106;0
44002-2020-06-11T10:55:00+02:00;11/06/2020;Viken;Nordøst;Ullensaker;Nordkisa;Postmannsvingen (fra Nordkisa);Lokal;Viken;440;1;11:29:14;11:29:19;11:28:00;11:28:00;106;1
